公職,推薦政黨,中文姓名,英文姓名,node_id,選舉黃頁網址
"[直轄市議員]臺南市 > 第09選區[區域]",無,林慶鎭,"LIN,QING","[Panama Papers]12183102|[Panama Papers]12201788|[Offshore Leaks]15940",http://k.olc.tw/elections/candidates/view/53c68faf-8650-41b0-ae67-0f15acb5b862
"[直轄市議員]臺南市 > 第09選區[區域]",台灣團結聯盟,楊中成,"YANG,CHUNG,CHENG","[Offshore Leaks]87308",http://k.olc.tw/elections/candidates/view/54069613-d024-49b1-beb9-07ecacb5b862
"[直轄市議員]臺南市 > 第09選區[區域]",無,林阳乙,"LIN,YI","[Offshore Leaks]103134",http://k.olc.tw/elections/candidates/view/540b5694-a2a0-42c0-90f8-1926acb5b862
"[直轄市議員]臺南市 > 第11選區[區域]",民主進步黨,陳怡珍,"CHEN,YI,CHEN","[Panama Papers]12100106|[Offshore Leaks]91248",http://k.olc.tw/elections/candidates/view/53c68fb0-45e0-4134-879e-0f15acb5b862
"[直轄市議員]臺南市 > 第11選區[區域]",無,李宗富,"LI,ZONG,FU","[Panama Papers]12111939|[Panama Papers]12124199|[Panama Papers]12210057|[Panama Papers]13004696",http://k.olc.tw/elections/candidates/view/540b5695-3c68-4bf6-9c3b-1926acb5b862
"[直轄市議員]臺南市 > 第11選區[區域]",中國國民黨,陳麗真,"CHEN,LI,ZHEN","[Offshore Leaks]81395",http://k.olc.tw/elections/candidates/view/540b5695-85ac-4b72-bc0d-1926acb5b862
"[村里長]臺北市 > 中正區 > 富水里",中國國民黨,陳麗真,"CHEN,LI,ZHEN","[Offshore Leaks]81395",http://k.olc.tw/elections/candidates/view/53c0263c-9d1c-42ec-95cf-5dffacb5b862
"[直轄市議員]臺南市 > 第13選區[區域]",民主進步黨,李文正,"LI,WEN,ZHENG","[Panama Papers]12171813",http://k.olc.tw/elections/candidates/view/53c68fb0-6ad0-4fc4-a9cb-0f15acb5b862
"[村里長]高雄市 > 小港區 > 港明里",無,李文正,"LI,WEN,ZHENG","[Panama Papers]12171813",http://k.olc.tw/elections/candidates/view/53c02674-035c-40d1-928d-5dffacb5b862
"[村里長]新北市 > 瑞芳區 > 龍川里",,李文正,"LI,WEN,ZHENG","[Panama Papers]12171813",http://k.olc.tw/elections/candidates/view/53c026d0-537c-431c-8d50-5dffacb5b862
"[直轄市議員]臺南市 > 第14選區[區域]",台灣團結聯盟,陳昌輝,"CHEN,CHANG,HUI","[Offshore Leaks]27571",http://k.olc.tw/elections/candidates/view/53fdcafe-5df8-443a-a908-43bdcb455a61
"[直轄市議員]臺南市 > 第14選區[區域]",民主進步黨,陳金鐘,"CHEN,JIN,ZHONG","[Offshore Leaks]56051",http://k.olc.tw/elections/candidates/view/540b5695-8c4c-41eb-87b4-1926acb5b862
"[直轄市議員]臺南市 > 第15選區[區域]",中國國民黨,蔡淑惠,"TSAI,SHU,HUI","[Offshore Leaks]106162",http://k.olc.tw/elections/candidates/view/53c68fb1-e178-4f07-b403-0f15acb5b862
"[鄉鎮市民代表]嘉義縣 > 東石鄉 > 第02選舉區[區域]",無,蔡淑惠,"TSAI,SHU,HUI","[Offshore Leaks]106162",http://k.olc.tw/elections/candidates/view/540b5776-f51c-4c9a-a0af-1926acb5b862
"[直轄市議員]臺南市 > 第15選區[區域]",無,陳進益,"CHEN,JIN,YI","[Offshore Leaks]410|[Offshore Leaks]415|[Offshore Leaks]1495",http://k.olc.tw/elections/candidates/view/53c68fb1-6ab8-463b-9454-0f15acb5b862
"[村里長]嘉義市 > 東區 > 民族里",無,陳進益,"CHEN,JIN,YI","[Offshore Leaks]410|[Offshore Leaks]415|[Offshore Leaks]1495",http://k.olc.tw/elections/candidates/view/540b566a-038c-4953-a40f-1926acb5b862
"[村里長]新北市 > 坪林區 > 石𥕢里",無,陳進益,"CHEN,JIN,YI","[Offshore Leaks]410|[Offshore Leaks]415|[Offshore Leaks]1495",http://k.olc.tw/elections/candidates/view/540b5374-4454-48b5-8174-1926acb5b862
"[村里長]臺中市 > 后里區 > 太平里",無,陳進益,"CHEN,JIN,YI","[Offshore Leaks]410|[Offshore Leaks]415|[Offshore Leaks]1495",http://k.olc.tw/elections/candidates/view/53c02706-9d74-40d5-9d9a-5dffacb5b862
"[直轄市議員]臺南市 > 第17選區[平地]",中國國民黨,蔡玉枝,"TSAI,YU,CHIH","[Offshore Leaks]81181|[Offshore Leaks]53061",http://k.olc.tw/elections/candidates/view/53c68fb1-d9b4-45a8-a00b-0f15acb5b862
"[直轄市議員]臺南市 > 第17選區[平地]",中國國民黨,陳肇元,"CHEN,ZHAO,YUAN","[Panama Papers]12199913|[Panama Papers]12203081|[Panama Papers]13007593",http://k.olc.tw/elections/candidates/view/540b5696-3904-4794-9627-1926acb5b862
"[直轄市議員]臺南市 > 第16選區[區域]",民主進步黨,劉正昌,"LIU,CHENG,CHANG","[Offshore Leaks]89449",http://k.olc.tw/elections/candidates/view/540b5696-c4b8-4baa-92fc-1926acb5b862
"[直轄市議員]桃園市 > 第01選區[區域]",中國國民黨,林政賢,"LIN,CHENG,HSIEN","[Offshore Leaks]56518",http://k.olc.tw/elections/candidates/view/53c68f71-6760-46f4-b4dd-0f15acb5b862
"[直轄市議員]桃園市 > 第01選區[區域]",中國國民黨,陳美梅,"CHEN,MEI,MEI","[Offshore Leaks]90306",http://k.olc.tw/elections/candidates/view/53c68f72-05f8-42fc-a5e2-0f15acb5b862
"[直轄市議員]桃園市 > 第01選區[區域]",民主進步黨,陳宗義,"CHEN,TSUNG,I","[Offshore Leaks]2993",http://k.olc.tw/elections/candidates/view/53c68f72-2d30-41b0-98ab-0f15acb5b862
"[直轄市議員]桃園市 > 第01選區[區域]",中國國民黨,萬美玲,"WAN,MEI,LING","[Offshore Leaks]92303",http://k.olc.tw/elections/candidates/view/53c68f73-c1c8-4de2-bf1a-0f15acb5b862
"[直轄市議員]桃園市 > 第01選區[區域]",民主進步黨,黃景熙,"HUANG,YING,YI","[Panama Papers]12201383|[Panama Papers]13003276",http://k.olc.tw/elections/candidates/view/53c68f73-256c-41c8-a5fb-0f15acb5b862
"[直轄市議員]桃園市 > 第01選區[區域]",民主進步黨,黃智銘,"HUANG,ZHI,MING","[Panama Papers]12168750",http://k.olc.tw/elections/candidates/view/53c68f73-ece4-493d-a551-0f15acb5b862
"[直轄市議員]桃園市 > 第01選區[區域]",親民黨,林國政,"LIN,KUO,CHENG","[Offshore Leaks]102677",http://k.olc.tw/elections/candidates/view/540b5684-7668-475e-b985-1926acb5b862
"[直轄市議員]桃園市 > 第01選區[區域]",無,黃莅程,"HUANG,CHENG","[Panama Papers]12204239|[Offshore Leaks]71173|[Offshore Leaks]79769|[Offshore Leaks]52733",http://k.olc.tw/elections/candidates/view/540b5685-a614-4a2f-b6b1-1926acb5b862
"[直轄市議員]桃園市 > 第02選區[區域]",中國國民黨,林正峰,"LIN,CHENG,FENG","[Panama Papers]12096708|[Panama Papers]12173103|[Panama Papers]12173102",http://k.olc.tw/elections/candidates/view/540b5686-acfc-48d3-8f05-1926acb5b862
"[直轄市議員]桃園市 > 第03選區[區域]",無,張文瑜,"ZHANG,WEN,YU","[Panama Papers]12166532",http://k.olc.tw/elections/candidates/view/53c68f73-9f64-41a3-8482-0f15acb5b862
"[直轄市議員]桃園市 > 第03選區[區域]",中國國民黨,劉茂羣,"LIU,MOU","[Panama Papers]12176448",http://k.olc.tw/elections/candidates/view/540b5686-1ed8-4d04-b11f-1926acb5b862
"[直轄市議員]桃園市 > 第03選區[區域]",中國國民黨,王國棟,"WANG,GUO,DONG","[Panama Papers]12098345|[Panama Papers]12098532|[Panama Papers]12180164",http://k.olc.tw/elections/candidates/view/540b5686-153c-4f89-8483-1926acb5b862
"[直轄市議員]桃園市 > 第04選區[區域]",中國國民黨,陳麗莉,"CHEN,LI,LI","[Panama Papers]12178658|[Offshore Leaks]84068|[Offshore Leaks]99476",http://k.olc.tw/elections/candidates/view/53c68f74-7f4c-490e-9e74-0f15acb5b862
"[直轄市議員]桃園市 > 第04選區[區域]",民主進步黨,郭麗華,"GUO,LI,HUA","[Panama Papers]12136173",http://k.olc.tw/elections/candidates/view/540b5687-10dc-4145-bcdb-1926acb5b862
"[村里長]高雄市 > 茄萣區 > 白雲里",無,郭麗華,"GUO,LI,HUA","[Panama Papers]12136173",http://k.olc.tw/elections/candidates/view/53c0268e-0a1c-4815-a021-5dffacb5b862
"[直轄市議員]桃園市 > 第04選區[區域]",無,吳寶玉,"WU,PAO,YU","[Offshore Leaks]109139",http://k.olc.tw/elections/candidates/view/540b5687-8bfc-4880-b967-1926acb5b862
"[直轄市議員]桃園市 > 第05選區[區域]",民主進步黨,游吾和,"YU,WU,HAN","[Offshore Leaks]70731",http://k.olc.tw/elections/candidates/view/540b5687-80c4-47c9-9a8e-1926acb5b862
"[直轄市議員]桃園市 > 第06選區[區域]",民主進步黨,陳治文,"CHEN,ZHI,WEN","[Panama Papers]12211884|[Offshore Leaks]66883",http://k.olc.tw/elections/candidates/view/53c68f74-68d4-4af0-990d-0f15acb5b862
"[直轄市議員]桃園市 > 第07選區[區域]",民主進步黨,徐景文,"XU,JING,WEN","[Panama Papers]12204017",http://k.olc.tw/elections/candidates/view/53c68f74-bc24-49fb-9fbb-0f15acb5b862
"[直轄市議員]桃園市 > 第07選區[區域]",無黨團結聯盟,蔣中千,"CHIANG,CHUNG,CHIEN","[Offshore Leaks]83544",http://k.olc.tw/elections/candidates/view/53c68f75-859c-4c22-8ca2-0f15acb5b862
"[直轄市議員]桃園市 > 第08選區[區域]",無,羅文欽,"LO,WEN,CHIN","[Offshore Leaks]44728",http://k.olc.tw/elections/candidates/view/53c68f75-83ac-4228-9edd-0f15acb5b862
"[直轄市議員]桃園市 > 第08選區[區域]",無,王珮毓,"WANG,PEI,YU","[Panama Papers]12116491",http://k.olc.tw/elections/candidates/view/53d90ae3-04a8-4cca-b1c6-4a31cb455a61
"[直轄市議員]桃園市 > 第08選區[區域]",民主進步黨,陳志偉,"CHEN,CHIH,WEI","[Offshore Leaks]47151",http://k.olc.tw/elections/candidates/view/540b5689-1b04-4e7d-8ef4-1926acb5b862
"[直轄市議員]桃園市 > 第08選區[區域]",中國國民黨,陳萬得,"CHEN,WAN,DE","[Offshore Leaks]91658",http://k.olc.tw/elections/candidates/view/540b568a-5ee0-4e88-8c3b-1926acb5b862
"[村里長]臺南市 > 下營區 > 新興里",無,陳萬得,"CHEN,WAN,DE","[Offshore Leaks]91658",http://k.olc.tw/elections/candidates/view/540b540d-2f0c-44df-bf99-1926acb5b862
"[直轄市議員]桃園市 > 第09選區[區域]",無,陳秀玲,"CHEN,HSIU,LING","[Offshore Leaks]54004",http://k.olc.tw/elections/candidates/view/540b568a-a8b0-48e5-80da-1926acb5b862
"[鄉鎮市民代表]彰化縣 > 福興鄉 > 第01選舉區[區域]",民主進步黨,陳秀玲,"CHEN,HSIU,LING","[Offshore Leaks]54004",http://k.olc.tw/elections/candidates/view/540b5711-2584-42f2-a169-1926acb5b862
"[鄉鎮市民代表]花蓮縣 > 新城鄉 > 第02選舉區[區域]",中國國民黨,陳秀玲,"CHEN,HSIU,LING","[Offshore Leaks]54004",http://k.olc.tw/elections/candidates/view/540b57ce-2ca8-483e-8186-1926acb5b862
"[村里長]彰化縣 > 埔心鄉 > 仁里村",無,陳秀玲,"CHEN,HSIU,LING","[Offshore Leaks]54004",http://k.olc.tw/elections/candidates/view/540b5519-a7cc-45e4-a443-1926acb5b862
"[直轄市議員]桃園市 > 第09選區[區域]",無,林羅春,"LIN,LUO,CHUN","[Offshore Leaks]15343|[Offshore Leaks]14578",http://k.olc.tw/elections/candidates/view/540b568a-04a8-4e6a-98fd-1926acb5b862
"[直轄市議員]桃園市 > 第12選區[區域]",中國國民黨,吳宗憲,"WU,TSUNG,HSIEN","[Panama Papers]12123630|[Panama Papers]12187359",http://k.olc.tw/elections/candidates/view/53c68f76-3290-459a-b70a-0f15acb5b862
"[村里長]嘉義縣 > 朴子市 > 松華里",無,吳宗憲,"WU,TSUNG,HSIEN","[Panama Papers]12123630|[Panama Papers]12187359",http://k.olc.tw/elections/candidates/view/53c0281f-077c-4504-b0ce-5dffacb5b862
"[直轄市議員]桃園市 > 第12選區[區域]",無,廖薛文,"LIAO,HSUEH,WEN","[Panama Papers]12190157",http://k.olc.tw/elections/candidates/view/540b568b-b6b0-43f0-ad01-1926acb5b862
"[直轄市議員]桃園市 > 第13選區[平地]",中國國民黨,洪國治,"HONG,GUO,ZHI","[Panama Papers]12170244|[Panama Papers]12183720",http://k.olc.tw/elections/candidates/view/53c68f76-f238-4098-8783-0f15acb5b862
"[直轄市議員]桃園市 > 第14選區[山地]",中國國民黨,陳瑛,"CHEN,YING","[Panama Papers]12107274|[Panama Papers]12119462|[Panama Papers]12123678|[Panama Papers]12143187|[Panama Papers]12188660|[Offshore Leaks]92610|[Offshore Leaks]90558|[Offshore Leaks]118447",http://k.olc.tw/elections/candidates/view/53c68f76-ad8c-4d54-956d-0f15acb5b862
"[直轄市議員]桃園市 > 第14選區[山地]",無,邱志成,"CHIU,CHIH,CHENG","[Panama Papers]12097645",http://k.olc.tw/elections/candidates/view/540b568c-8140-4b6b-8e5f-1926acb5b862
"[直轄市議員]桃園市 > 第14選區[山地]",中國國民黨,林信義,"LIN,HSIN,I","[Offshore Leaks]105149",http://k.olc.tw/elections/candidates/view/540b568c-21e0-431b-9752-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 宜蘭市 > 第01選舉區[區域]",中國國民黨,陳美玲,"CHEN,MEI,LING","[Panama Papers]12142958|[Offshore Leaks]112862|[Offshore Leaks]111175|[Offshore Leaks]49876|[Offshore Leaks]71390",http://k.olc.tw/elections/candidates/view/540b57b2-67cc-4fd4-8444-1926acb5b862
"[鄉鎮市民代表]新竹縣 > 峨眉鄉 > 第02選舉區[區域]",無,陳美玲,"CHEN,MEI,LING","[Panama Papers]12142958|[Offshore Leaks]112862|[Offshore Leaks]111175|[Offshore Leaks]49876|[Offshore Leaks]71390",http://k.olc.tw/elections/candidates/view/540b56ea-d628-4b71-b858-1926acb5b862
"[村里長]南投縣 > 草屯鎮 > 新豐里",無,陳美玲,"CHEN,MEI,LING","[Panama Papers]12142958|[Offshore Leaks]112862|[Offshore Leaks]111175|[Offshore Leaks]49876|[Offshore Leaks]71390",http://k.olc.tw/elections/candidates/view/53c027ed-2b84-44b3-bc07-5dffacb5b862
"[村里長]高雄市 > 燕巢區 > 東燕里",,陳美玲,"CHEN,MEI,LING","[Panama Papers]12142958|[Offshore Leaks]112862|[Offshore Leaks]111175|[Offshore Leaks]49876|[Offshore Leaks]71390",http://k.olc.tw/elections/candidates/view/53c0268a-b3a8-429c-9125-5dffacb5b862
"[鄉鎮市民代表]宜蘭縣 > 宜蘭市 > 第01選舉區[區域]",無,林麗,"LIN,LI","[Panama Papers]12185459|[Panama Papers]12204153|[Offshore Leaks]58212",http://k.olc.tw/elections/candidates/view/540b57b2-d640-453c-9f2e-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 宜蘭市 > 第03選舉區[區域]",無,李孟潔,"LI,MENG,JIE","[Panama Papers]12158512",http://k.olc.tw/elections/candidates/view/540b57b3-21e4-452a-b029-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 羅東鎮 > 第03選舉區[區域]",無,張榮華,"ZHANG,RONG,HUA","[Panama Papers]12146140|[Panama Papers]12146410|[Panama Papers]12156544|[Panama Papers]12219754|[Panama Papers]13004113",http://k.olc.tw/elections/candidates/view/540b57b5-a4d0-4fff-87fe-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 三星鄉 > 第02選舉區[區域]",民主進步黨,張榮華,"ZHANG,RONG,HUA","[Panama Papers]12146140|[Panama Papers]12146410|[Panama Papers]12156544|[Panama Papers]12219754|[Panama Papers]13004113",http://k.olc.tw/elections/candidates/view/5406a5f6-697c-436d-aae4-15b8acb5b862
"[村里長]屏東縣 > 恆春鎮 > 頭溝里",無,張榮華,"ZHANG,RONG,HUA","[Panama Papers]12146140|[Panama Papers]12146410|[Panama Papers]12156544|[Panama Papers]12219754|[Panama Papers]13004113",http://k.olc.tw/elections/candidates/view/540b55bd-8f84-4f80-8542-1926acb5b862
"[村里長]基隆市 > 中山區 > 協和里",無,張榮華,"ZHANG,RONG,HUA","[Panama Papers]12146140|[Panama Papers]12146410|[Panama Papers]12156544|[Panama Papers]12219754|[Panama Papers]13004113",http://k.olc.tw/elections/candidates/view/53c02889-71ac-4d38-8652-5dffacb5b862
"[村里長]高雄市 > 六龜區 > 興龍里",無,張榮華,"ZHANG,RONG,HUA","[Panama Papers]12146140|[Panama Papers]12146410|[Panama Papers]12156544|[Panama Papers]12219754|[Panama Papers]13004113",http://k.olc.tw/elections/candidates/view/540b54ae-6cb8-4042-aba7-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 羅東鎮 > 第03選舉區[區域]",無,陳世揚,"CHEN,SHI,YANG","[Offshore Leaks]43230",http://k.olc.tw/elections/candidates/view/540b57b5-f4d0-4e56-acf7-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 羅東鎮 > 第04選舉區[區域]",民主進步黨,李錫参,"LI,XI","[Panama Papers]12200024|[Panama Papers]12207474",http://k.olc.tw/elections/candidates/view/540b57b6-c9b4-48fc-884c-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 羅東鎮 > 第04選舉區[區域]",無,楊振益,"YANG,CHEN,I","[Offshore Leaks]87900",http://k.olc.tw/elections/candidates/view/540b57b6-8340-461a-8d47-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 蘇澳鎮 > 第01選舉區[區域]",無,張竣喨,"ZHANG,JUN,LIANG","[Panama Papers]12223710",http://k.olc.tw/elections/candidates/view/540b57b6-f060-40e5-92bb-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 蘇澳鎮 > 第01選舉區[區域]",無,吳慶賢,"WU,CHING,HSIEN","[Offshore Leaks]57742",http://k.olc.tw/elections/candidates/view/540b57b6-99f8-4d3a-9422-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 蘇澳鎮 > 第03選舉區[區域]",無,黃琇蓉,"HUANG,HSIU,JUNG","[Offshore Leaks]94921",http://k.olc.tw/elections/candidates/view/540b57b7-3b80-42cc-a964-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 蘇澳鎮 > 第03選舉區[區域]",中國國民黨,張正義,"ZHANG,ZHENG,YI","[Offshore Leaks]80413",http://k.olc.tw/elections/candidates/view/540b57b7-1be4-4a06-b737-1926acb5b862
"[村里長]新北市 > 新店區 > 中興里",中國國民黨,張正義,"ZHANG,ZHENG,YI","[Offshore Leaks]80413",http://k.olc.tw/elections/candidates/view/53c026c1-5600-465e-9344-5dffacb5b862
"[鄉鎮市民代表]宜蘭縣 > 蘇澳鎮 > 第03選舉區[區域]",民主進步黨,林中亮,"LIN,ZHONG,LIANG","[Offshore Leaks]21723",http://k.olc.tw/elections/candidates/view/540b57b7-93cc-4cac-8a37-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 頭城鎮 > 第01選舉區[區域]",無,林錦梅,"LIN,CHIN,MEI","[Offshore Leaks]704|[Offshore Leaks]1654",http://k.olc.tw/elections/candidates/view/540b57b8-3158-41e2-999b-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 蘇澳鎮 > 第04選舉區[區域]",民主進步黨,吳淑貞,"WU,SHU,ZHEN","[Panama Papers]12209683",http://k.olc.tw/elections/candidates/view/540b57b7-9418-4dbf-b06c-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 蘇澳鎮 > 第04選舉區[區域]",無,王明義,"WANG,MING,YI","[Offshore Leaks]85623|[Offshore Leaks]43402",http://k.olc.tw/elections/candidates/view/540b57b7-19e4-492b-89d2-1926acb5b862
"[村里長]新北市 > 鶯歌區 > 南鶯里",無,王明義,"WANG,MING,YI","[Offshore Leaks]85623|[Offshore Leaks]43402",http://k.olc.tw/elections/candidates/view/53c026c6-6abc-4e4b-9d5a-5dffacb5b862
"[鄉鎮市民代表]宜蘭縣 > 蘇澳鎮 > 第04選舉區[區域]",無,陳映蓉,"CHEN,YING,JUNG","[Offshore Leaks]97233",http://k.olc.tw/elections/candidates/view/540b57b7-dbb4-4d84-8b71-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 蘇澳鎮 > 第04選舉區[區域]",民主進步黨,陳志明,"CHEN,ZHI,MING","[Panama Papers]12212081",http://k.olc.tw/elections/candidates/view/540b57b7-4148-4ef2-9b9f-1926acb5b862
"[村里長]宜蘭縣 > 羅東鎮 > 國華里",無,陳志明,"CHEN,ZHI,MING","[Panama Papers]12212081",http://k.olc.tw/elections/candidates/view/540b55f1-147c-461c-b78a-1926acb5b862
"[村里長]屏東縣 > 屏東市 > 大湖里",無,陳志明,"CHEN,ZHI,MING","[Panama Papers]12212081",http://k.olc.tw/elections/candidates/view/540b55b3-80b0-4a31-846a-1926acb5b862
"[村里長]臺北市 > 松山區 > 東昌里",中國國民黨,陳志明,"CHEN,ZHI,MING","[Panama Papers]12212081",http://k.olc.tw/elections/candidates/view/53c02631-2c04-49e4-afaa-5dffacb5b862
"[村里長]臺北市 > 士林區 > 社新里",民主進步黨,陳志明,"CHEN,ZHI,MING","[Panama Papers]12212081",http://k.olc.tw/elections/candidates/view/53c0264c-1e14-4432-9311-5dffacb5b862
"[鄉鎮市民代表]宜蘭縣 > 礁溪鄉 > 第04選舉區[區域]",無,吳昌喜,"WU,CHANG,HSI","[Offshore Leaks]45453",http://k.olc.tw/elections/candidates/view/540b57bb-881c-41f2-9090-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 壯圍鄉 > 第02選舉區[區域]",無,林忠孝,"LIN,CHUNG,HSIAO","[Panama Papers]12211406",http://k.olc.tw/elections/candidates/view/540b57bc-6010-4863-85c9-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 壯圍鄉 > 第02選舉區[區域]",民主進步黨,林榮華,"LIN,JUNG,HUA","[Offshore Leaks]24736|[Offshore Leaks]35640",http://k.olc.tw/elections/candidates/view/540b57bc-3afc-4b42-8c61-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 壯圍鄉 > 第02選舉區[區域]",無,劉永城,"LIU,YONG,CHENG","[Panama Papers]12085567",http://k.olc.tw/elections/candidates/view/540b57bc-8afc-4ead-82aa-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 壯圍鄉 > 第02選舉區[區域]",無,林立賢,"LIN,LI,XIAN","[Panama Papers]12103030",http://k.olc.tw/elections/candidates/view/540b57bc-80d4-4956-a248-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 壯圍鄉 > 第01選舉區[區域]",中國國民黨,王明,"WANG,MING","[Panama Papers]12178224|[Panama Papers]12181662",http://k.olc.tw/elections/candidates/view/540b57bc-ed60-4fd3-aec0-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 員山鄉 > 第01選舉區[區域]",中國國民黨,陳俊,"CHEN,JUN","[Panama Papers]12104958|[Panama Papers]12115617|[Panama Papers]12146102|[Panama Papers]12178280|[Panama Papers]12182595|[Panama Papers]12186947|[Panama Papers]12201589|[Panama Papers]12203201|[Panama Papers]12208341|[Panama Papers]12209030|[Panama Papers]12217222|[Panama Papers]12219825|[Panama Papers]13008462|[Offshore Leaks]86840|[Offshore Leaks]57252",http://k.olc.tw/elections/candidates/view/540b57bd-6470-480c-adef-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 員山鄉 > 第04選舉區[區域]",無,江文亮,"CHIANG,WEN,LIANG","[Offshore Leaks]78999",http://k.olc.tw/elections/candidates/view/540b57bf-1af0-4dfa-bad3-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 冬山鄉 > 第02選舉區[區域]",民主進步黨,林振棋,"LIN,CHEN,CHI","[Panama Papers]12107335|[Panama Papers]12183490",http://k.olc.tw/elections/candidates/view/540b57c0-7d90-4690-9986-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 五結鄉 > 第01選舉區[區域]",民主進步黨,沈信雄,"CHEN,HSIN,HSIUNG","[Offshore Leaks]94416",http://k.olc.tw/elections/candidates/view/540b57c0-f2c4-43b3-937f-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 五結鄉 > 第03選舉區[區域]",無,陳奕穎,"CHEN,YI,YING","[Offshore Leaks]40939",http://k.olc.tw/elections/candidates/view/540b57c2-a5bc-47b4-933a-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 五結鄉 > 第03選舉區[區域]",無,陳林煌,"CHEN,LIN,HUANG","[Offshore Leaks]60293",http://k.olc.tw/elections/candidates/view/540b57c4-f394-4dd2-9ed7-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 五結鄉 > 第04選舉區[區域]",無,吳明吉,"WU,MING,CHI","[Offshore Leaks]40265",http://k.olc.tw/elections/candidates/view/540b57c5-2a00-4344-9fb3-1926acb5b862
"[村里長]臺東縣 > 臺東市 > 自強里",無,吳明吉,"WU,MING,CHI","[Offshore Leaks]40265",http://k.olc.tw/elections/candidates/view/540b5622-4f80-4dcb-99c5-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 五結鄉 > 第05選舉區[區域]",民主進步黨,李柏瑨,"LI,BO","[Panama Papers]12180394|[Panama Papers]12180648|[Panama Papers]12186435|[Panama Papers]12192240|[Panama Papers]12201652|[Offshore Leaks]75504|[Offshore Leaks]71562",http://k.olc.tw/elections/candidates/view/540b57c5-c68c-45d6-a2fa-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 五結鄉 > 第05選舉區[區域]",民主進步黨,陳美華,"CHEN,MEI,HUA","[Offshore Leaks]73222",http://k.olc.tw/elections/candidates/view/540b57c5-cfa4-4afa-a105-1926acb5b862
"[村里長]新北市 > 中和區 > 瑞穗里",中國國民黨,陳美華,"CHEN,MEI,HUA","[Offshore Leaks]73222",http://k.olc.tw/elections/candidates/view/53c026af-7614-49a7-80ed-5dffacb5b862
"[村里長]臺南市 > 南區 > 明亮里",無,陳美華,"CHEN,MEI,HUA","[Offshore Leaks]73222",http://k.olc.tw/elections/candidates/view/540b543a-d684-42ef-88fa-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 三星鄉 > 第01選舉區[區域]",民主進步黨,林璧玉,"LIN,PI,YU","[Offshore Leaks]112699",http://k.olc.tw/elections/candidates/view/540b57c6-4d54-4090-a497-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 三星鄉 > 第04選舉區[區域]",無,陳文新,"CHEN,WEN,XIN","[Panama Papers]12105231|[Offshore Leaks]112943",http://k.olc.tw/elections/candidates/view/5406a5f5-2430-4337-83a0-15b8acb5b862
"[鄉鎮市民代表]宜蘭縣 > 三星鄉 > 第04選舉區[區域]",民主進步黨,陳世玉,"CHEN,SHIH,YU","[Panama Papers]12086649",http://k.olc.tw/elections/candidates/view/5406a5f6-4dd4-4b4f-b54c-15b8acb5b862
"[鄉鎮市民代表]宜蘭縣 > 南澳鄉 > 第01選舉區[區域]",中國國民黨,高裕仁,"KAO,YU,JEN","[Offshore Leaks]104500",http://k.olc.tw/elections/candidates/view/540b57c7-c348-431a-a746-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 南澳鄉 > 第01選舉區[區域]",無,王碧雲,"WANG,BI,YUN","[Offshore Leaks]67983",http://k.olc.tw/elections/candidates/view/540b57c8-c778-4831-a2fa-1926acb5b862
"[鄉鎮市民代表]宜蘭縣 > 南澳鄉 > 第01選舉區[區域]",無,吳玉龍,"WU,YU,LUNG","[Offshore Leaks]58661",http://k.olc.tw/elections/candidates/view/540b57c8-6cf4-4996-80b5-1926acb5b862
