公職,推薦政黨,中文姓名,英文姓名,node_id,選舉黃頁網址
"[村里長]臺北市 > 松山區 > 東榮里",無,鄭玉梅,"CHENG,YU,MEI","[Panama Papers]12224537",http://k.olc.tw/elections/candidates/view/53c02630-28fc-42cf-959b-5dffacb5b862
"[村里長]臺北市 > 松山區 > 新益里",中國國民黨,吳美貞,"WU,MEI,CHEN","[Offshore Leaks]51078",http://k.olc.tw/elections/candidates/view/53c02630-0420-491b-8c8f-5dffacb5b862
"[村里長]臺北市 > 松山區 > 介壽里",無,林玉琴,"LIN,YU,CHIN","[Offshore Leaks]81008",http://k.olc.tw/elections/candidates/view/540b52c6-022c-4729-ae80-1915acb5b862
"[村里長]臺北市 > 松山區 > 東光里",無,蔡皓,"TSAI,HAO","[Offshore Leaks]83424",http://k.olc.tw/elections/candidates/view/540b52c6-7f88-44e5-88f5-1915acb5b862
"[村里長]臺北市 > 松山區 > 精忠里",無,廖世雄,"LIAO,SHIH,HSIUNG","[Panama Papers]12185998",http://k.olc.tw/elections/candidates/view/540b52c6-129c-48ad-bf30-1915acb5b862
"[村里長]臺北市 > 松山區 > 東勢里",無,張謙銘,"CHANG,CHIEN,MING","[Panama Papers]12119048",http://k.olc.tw/elections/candidates/view/53c02631-db68-4287-b14d-5dffacb5b862
"[村里長]臺北市 > 松山區 > 東勢里",無,王叔珍,"WANG,SHU,CHEN","[Panama Papers]12186864|[Offshore Leaks]90575|[Offshore Leaks]99995|[Offshore Leaks]24349",http://k.olc.tw/elections/candidates/view/540b52c6-a7fc-46e6-a393-1915acb5b862
"[村里長]臺北市 > 松山區 > 民有里",民主進步黨,江永華,"JIANG,YONG,HUA","[Panama Papers]12193707",http://k.olc.tw/elections/candidates/view/53c02631-0d20-4ec4-a91b-5dffacb5b862
"[村里長]臺北市 > 松山區 > 安平里",無,洪温滿,"HUNG,MAN","[Panama Papers]12186891|[Offshore Leaks]34612",http://k.olc.tw/elections/candidates/view/53c02631-f4f8-4420-8d2f-5dffacb5b862
"[村里長]臺北市 > 松山區 > 新聚里",無,黃建豐,"HUANG,JIAN,FENG","[Offshore Leaks]2604|[Offshore Leaks]2605",http://k.olc.tw/elections/candidates/view/540b52c7-61fc-4267-8656-1915acb5b862
"[村里長]臺北市 > 松山區 > 吉仁里",中國國民黨,王志堅,"WANG,ZHI,JIAN","[Panama Papers]12209716",http://k.olc.tw/elections/candidates/view/540b52c8-dea0-4747-874d-1915acb5b862
"[村里長]臺北市 > 松山區 > 復建里",,林際泓,"LIN,CHI,HUNG","[Offshore Leaks]54341",http://k.olc.tw/elections/candidates/view/53c02632-f19c-4312-ae07-5dffacb5b862
"[村里長]臺北市 > 松山區 > 復勢里",中國國民黨,徐麗雲,"HSU,LI,YUN","[Offshore Leaks]115103",http://k.olc.tw/elections/candidates/view/53c02632-520c-400d-81f5-5dffacb5b862
"[村里長]臺北市 > 信義區 > 興雅里",中國國民黨,林素琴,"LIN,SU,CHIN","[Offshore Leaks]86770",http://k.olc.tw/elections/candidates/view/53c02633-78a8-428b-bce1-5dffacb5b862
"[村里長]臺北市 > 信義區 > 新仁里",無,吳建德,"WU,CHIEN,TE","[Offshore Leaks]90925",http://k.olc.tw/elections/candidates/view/540b52e2-bd3c-49a0-b55c-1926acb5b862
"[村里長]臺北市 > 信義區 > 廣居里",無,林振鴻,"LIN,CHEN,HUNG","[Offshore Leaks]88136",http://k.olc.tw/elections/candidates/view/540b52e2-4fb0-4e76-9c3f-1926acb5b862
"[村里長]臺北市 > 信義區 > 雅祥里",中國國民黨,黃純風,"HUANG,CHUN,FENG","[Panama Papers]12127675|[Panama Papers]12127676|[Offshore Leaks]51309",http://k.olc.tw/elections/candidates/view/53c02633-6728-4d55-9481-5dffacb5b862
"[村里長]臺北市 > 信義區 > 雅祥里",民主進步黨,陳雲龍,"CHEN,YUN,LUNG","[Panama Papers]12116516|[Offshore Leaks]93448",http://k.olc.tw/elections/candidates/view/540b52e3-b0f0-4b20-93f7-1926acb5b862
"[村里長]臺北市 > 信義區 > 五全里",民主進步黨,吳秀好,"WU,XIU,HAO","[Offshore Leaks]70052",http://k.olc.tw/elections/candidates/view/53c02633-17d4-4e42-a90a-5dffacb5b862
"[村里長]臺北市 > 信義區 > 四維里",無,石儀文,"SHIH,I,WEN","[Offshore Leaks]100389",http://k.olc.tw/elections/candidates/view/540b52e4-6580-40f2-81c8-1926acb5b862
"[村里長]臺北市 > 信義區 > 永春里",無,林正宏,"LIN,CHENG,HUNG","[Offshore Leaks]83871|[Offshore Leaks]101053",http://k.olc.tw/elections/candidates/view/540b52e4-97e8-4a7b-a959-1926acb5b862
"[村里長]臺北市 > 信義區 > 富台里",中國國民黨,陳國華,"CHEN,GUO,HUA","[Offshore Leaks]98835",http://k.olc.tw/elections/candidates/view/53c02634-8c90-4ad7-9680-5dffacb5b862
"[村里長]臺南市 > 永康區 > 建國里",中國國民黨,陳國華,"CHEN,GUO,HUA","[Offshore Leaks]98835",http://k.olc.tw/elections/candidates/view/540b5432-e648-4ba9-b812-1926acb5b862
"[村里長]臺北市 > 信義區 > 國業里",無,林銘賢,"LIN,MING,HSIEN","[Panama Papers]12126906",http://k.olc.tw/elections/candidates/view/540b52e4-9974-4a61-bebe-1926acb5b862
"[村里長]臺北市 > 信義區 > 景勤里",中國國民黨,賴惠貞,"LAI,HUI,ZHEN","[Panama Papers]12211353",http://k.olc.tw/elections/candidates/view/53c02635-adf4-46fb-8262-5dffacb5b862
"[村里長]臺北市 > 大安區 > 仁愛里",無,林宜蓁,"LIN,I,CHIN","[Offshore Leaks]68535",http://k.olc.tw/elections/candidates/view/540b52e7-7d24-41d6-aeee-1926acb5b862
"[村里長]臺北市 > 大安區 > 民輝里",無,陳威禎,"CHEN,WEI,ZHEN","[Panama Papers]12184307",http://k.olc.tw/elections/candidates/view/540b52e7-2f80-4d5a-ade8-1926acb5b862
"[村里長]臺北市 > 大安區 > 德安里",無,蔡銘宗,"TSAI,MING,TSUNG","[Offshore Leaks]63139",http://k.olc.tw/elections/candidates/view/540b52e6-a4c8-4158-bcc8-1926acb5b862
"[村里長]臺北市 > 信義區 > 黎順里",無,吳明耀,"WU,MING,YUE","[Offshore Leaks]72959",http://k.olc.tw/elections/candidates/view/540b52e6-7900-4d13-bd78-1926acb5b862
"[村里長]臺北市 > 大安區 > 義村里",中國國民黨,潘明勲,"PAN,MING","[Panama Papers]12103303|[Panama Papers]12103362|[Panama Papers]13002638|[Offshore Leaks]109245|[Offshore Leaks]93272",http://k.olc.tw/elections/candidates/view/540b52e7-2c8c-4f73-a4bd-1926acb5b862
"[村里長]臺北市 > 大安區 > 昌隆里",中國國民黨,王志剛,"WANG,ZHI,GANG","[Offshore Leaks]91325|[Offshore Leaks]97693|[Offshore Leaks]61587|[Offshore Leaks]58805",http://k.olc.tw/elections/candidates/view/53c02636-bd2c-4d09-9842-5dffacb5b862
"[村里長]臺北市 > 大安區 > 古風里",無,林文龍,"LIN,WEN,LONG","[Offshore Leaks]99220",http://k.olc.tw/elections/candidates/view/540b52e7-7334-4733-b531-1926acb5b862
"[村里長]臺北市 > 士林區 > 蘭興里",無,林文龍,"LIN,WEN,LONG","[Offshore Leaks]99220",http://k.olc.tw/elections/candidates/view/540b530c-32e0-485e-b622-1926acb5b862
"[村里長]臺北市 > 大安區 > 龍坡里",中國國民黨,黃世詮,"HUANG,SHIH,CHUAN","[Offshore Leaks]84484|[Offshore Leaks]98219",http://k.olc.tw/elections/candidates/view/53c02636-2654-49b8-a2d9-5dffacb5b862
"[村里長]臺北市 > 大安區 > 古莊里",,劉克男,"LIU,KE,NAN","[Panama Papers]12145452",http://k.olc.tw/elections/candidates/view/53c02636-1bc4-45fb-bf07-5dffacb5b862
"[村里長]臺北市 > 大安區 > 古莊里",中國國民黨,劉泓麟,"LIU,HONG,LIN","[Panama Papers]12120574|[Panama Papers]12209348|[Panama Papers]13009006",http://k.olc.tw/elections/candidates/view/540b52e8-5f9c-4037-bad2-1926acb5b862
"[村里長]臺北市 > 大安區 > 新龍里",無,王台明,"WANG,YI,MING","[Panama Papers]12220449|[Panama Papers]13005758|[Offshore Leaks]97044|[Offshore Leaks]53782",http://k.olc.tw/elections/candidates/view/540b52e9-eb78-40d2-857d-1926acb5b862
"[村里長]臺北市 > 大安區 > 新龍里",無,李淑梅,"LI,SHU,MEI","[Offshore Leaks]59876",http://k.olc.tw/elections/candidates/view/540b52e9-d6b4-484a-a650-1926acb5b862
"[村里長]臺北市 > 大安區 > 光明里",中國國民黨,張惠銓,"CHANG,HUI,CHUAN","[Panama Papers]12121948|[Panama Papers]12129264",http://k.olc.tw/elections/candidates/view/53c02636-86f8-4645-ad03-5dffacb5b862
"[村里長]臺北市 > 大安區 > 龍雲里",中國國民黨,黃廣明,"HUANG,GUANG,MING","[Offshore Leaks]112749",http://k.olc.tw/elections/candidates/view/53c02637-e7f0-49e7-9c94-5dffacb5b862
"[村里長]臺北市 > 大安區 > 龍圖里",中國國民黨,黃智宏,"HUANG,CHIH,HUNG","[Offshore Leaks]48614",http://k.olc.tw/elections/candidates/view/53c02637-7714-401e-af9f-5dffacb5b862
"[村里長]臺北市 > 大安區 > 法治里",無,王明惠,"WANG,MING,HUI","[Offshore Leaks]15395|[Offshore Leaks]15406",http://k.olc.tw/elections/candidates/view/540b52ea-130c-4277-be0f-1926acb5b862
"[村里長]臺北市 > 大安區 > 臨江里",無,黃金財,"HUANG,CHIN,TSAI","[Offshore Leaks]74404",http://k.olc.tw/elections/candidates/view/53c02637-0b48-40cc-b0e3-5dffacb5b862
"[村里長]臺北市 > 大安區 > 龍門里",無,陳梅英,"CHEN,MEI,YING","[Panama Papers]12202590|[Panama Papers]13005495",http://k.olc.tw/elections/candidates/view/540b52eb-2ba4-4ffe-8684-1926acb5b862
"[村里長]臺北市 > 大安區 > 龍門里",無,李志勲,"LI,ZHI","[Panama Papers]12130038|[Panama Papers]12167362|[Panama Papers]12161089|[Panama Papers]12168396|[Panama Papers]12182326|[Offshore Leaks]103572",http://k.olc.tw/elections/candidates/view/540b52eb-7d10-4cb5-839b-1926acb5b862
"[村里長]臺北市 > 大安區 > 臥龍里",中國國民黨,張枝鉦,"CHANG,CHIH,CHENG","[Offshore Leaks]87626",http://k.olc.tw/elections/candidates/view/53c02638-185c-453b-ae3b-5dffacb5b862
"[村里長]臺北市 > 大安區 > 群英里",無,陳正家,"CHEN,CHENG,CHIA","[Panama Papers]12113113",http://k.olc.tw/elections/candidates/view/540b52ea-88fc-4fa6-a28c-1926acb5b862
"[村里長]臺北市 > 大安區 > 虎嘯里",無,林玉蘭,"LIN,YU,LAN","[Offshore Leaks]74964",http://k.olc.tw/elections/candidates/view/540b52ea-be3c-40b9-b62a-1926acb5b862
"[村里長]臺北市 > 大安區 > 建倫里",無,陳錦元,"CHEN,JIN,YUAN","[Panama Papers]12206360",http://k.olc.tw/elections/candidates/view/540b52ec-8608-47e9-af0b-1926acb5b862
"[村里長]臺北市 > 大安區 > 敦安里",無,王復,"WANG,FU","[Panama Papers]12168317|[Panama Papers]12171404",http://k.olc.tw/elections/candidates/view/540b52ed-616c-41c9-a958-1926acb5b862
"[村里長]臺北市 > 大安區 > 黎孝里",中國國民黨,方丁輝,"FANG,TING,HUI","[Panama Papers]12122428|[Panama Papers]12122429|[Panama Papers]12130192",http://k.olc.tw/elections/candidates/view/53c02638-c938-4ef2-94ee-5dffacb5b862
"[村里長]臺北市 > 大安區 > 車層里",中國國民黨,劉靜怡,"LIU,JING,YI","[Panama Papers]12185324",http://k.olc.tw/elections/candidates/view/540b52ed-a344-4de2-b1b9-1926acb5b862
"[村里長]臺北市 > 中山區 > 民安里",無,王炎生,"WANG,YAN,SHENG","[Offshore Leaks]95859",http://k.olc.tw/elections/candidates/view/53c02639-ad94-43b1-8870-5dffacb5b862
"[村里長]臺北市 > 中山區 > 正義里",無,王嶸豐,"YU,HONG,FENG","[Offshore Leaks]98105|[Offshore Leaks]53336",http://k.olc.tw/elections/candidates/view/540b52ed-d93c-435a-956a-1926acb5b862
"[村里長]臺北市 > 中山區 > 聚葉里",中國國民黨,吳正毅,"WU,CHENG,YI","[Offshore Leaks]57589",http://k.olc.tw/elections/candidates/view/540b52ee-af94-4e66-b438-1926acb5b862
"[村里長]臺北市 > 中山區 > 晴光里",無,林姿吟,"LIN,TZU,YIN","[Offshore Leaks]86539|[Offshore Leaks]40334|[Offshore Leaks]59154",http://k.olc.tw/elections/candidates/view/53c02639-5b18-48a6-861d-5dffacb5b862
"[村里長]臺北市 > 中山區 > 聚盛里",無,陳鴻章,"CHEN,HUNG,CHANG","[Panama Papers]12145220|[Panama Papers]13001741|[Offshore Leaks]27410",http://k.olc.tw/elections/candidates/view/53c02639-6978-4876-8466-5dffacb5b862
"[村里長]臺北市 > 中山區 > 大直里",無,王淑華,"WANG,SHU,HUA","[Panama Papers]12209942|[Offshore Leaks]55803|[Offshore Leaks]88170|[Offshore Leaks]95937|[Offshore Leaks]101945",http://k.olc.tw/elections/candidates/view/540b52ef-f3d0-4313-9040-1926acb5b862
"[村里長]臺北市 > 中山區 > 行仁里",,陳義偉,"CHEN,I,WEI","[Offshore Leaks]98377",http://k.olc.tw/elections/candidates/view/53c0263b-e310-420f-be8d-5dffacb5b862
"[村里長]臺北市 > 中山區 > 下埤里",中國國民黨,許麗娟,"XU,LI,JUAN","[Panama Papers]12184337",http://k.olc.tw/elections/candidates/view/540b52f1-be9c-4e08-b464-1926acb5b862
"[村里長]臺北市 > 中山區 > 中庄里",民主進步黨,陳建中,"CHEN,CHIEN,CHUNG","[Offshore Leaks]97353|[Offshore Leaks]73024",http://k.olc.tw/elections/candidates/view/53c0263a-9224-4183-a3cb-5dffacb5b862
"[村里長]臺北市 > 中山區 > 埤頭里",民主進步黨,林銘清,"LIN,MING,QING","[Offshore Leaks]60429",http://k.olc.tw/elections/candidates/view/53c0263c-3f74-421c-97b6-5dffacb5b862
"[村里長]臺北市 > 中山區 > 江山里",民主進步黨,林裕美,"LIN,YU,MEI","[Offshore Leaks]86637",http://k.olc.tw/elections/candidates/view/540b52f1-b464-4f95-b440-1926acb5b862
"[村里長]臺北市 > 中山區 > 中原里",民主進步黨,蘇國昌,"SU,KUO,CHANG","[Offshore Leaks]97581",http://k.olc.tw/elections/candidates/view/53c0263b-e3b8-4f2a-a083-5dffacb5b862
"[村里長]臺北市 > 中山區 > 中原里",中國國民黨,溫秀珍,"WEN,HSIU,CHEN","[Offshore Leaks]57445",http://k.olc.tw/elections/candidates/view/540b52f1-716c-4e59-bcb2-1926acb5b862
"[村里長]臺北市 > 中山區 > 金泰里",無,林書輝,"LIN,SHU,HUI","[Panama Papers]12099560|[Panama Papers]12123103|[Offshore Leaks]76714|[Offshore Leaks]109447|[Offshore Leaks]112678|[Offshore Leaks]96943",http://k.olc.tw/elections/candidates/view/540b52f2-6f2c-4e75-8336-1926acb5b862
"[村里長]臺北市 > 中山區 > 北安里",中國國民黨,陳永忠,"CHEN,YUNG,CHUNG","[Offshore Leaks]85851",http://k.olc.tw/elections/candidates/view/53c0263c-54bc-47a0-b3fa-5dffacb5b862
"[村里長]臺北市 > 中正區 > 河堤里",無,陳忠,"CHEN,ZHONG","[Offshore Leaks]3042",http://k.olc.tw/elections/candidates/view/540b52f3-d794-48ed-a182-1926acb5b862
"[村里長]臺北市 > 中正區 > 頂東里",中國國民黨,王曜樹,"WANG,YUE,SHU","[Panama Papers]12206801",http://k.olc.tw/elections/candidates/view/53c0263c-efbc-4272-ad90-5dffacb5b862
"[村里長]臺北市 > 中正區 > 頂東里",無,車正國,"CHU,CHENG,KUO","[Offshore Leaks]77119",http://k.olc.tw/elections/candidates/view/540b52f3-9214-4e41-9c3e-1926acb5b862
"[村里長]臺北市 > 中正區 > 板溪里",無,楊國明,"YANG,GUO,MING","[Panama Papers]12028989|[Panama Papers]12204341",http://k.olc.tw/elections/candidates/view/540b52f3-df18-4448-8c17-1926acb5b862
"[村里長]臺北市 > 中正區 > 龍興里",無,林正晴,"LIN,CHENG,CHING","[Panama Papers]12185247",http://k.olc.tw/elections/candidates/view/53c0263d-0398-4b1a-86ff-5dffacb5b862
"[村里長]臺北市 > 中正區 > 永昌里",無,陳秋風,"CHEN,QIU,FENG","[Panama Papers]12179908",http://k.olc.tw/elections/candidates/view/540b52f4-9740-4011-aed3-1926acb5b862
"[村里長]臺北市 > 中正區 > 南門里",樹黨,陳曉雯,"CHEN,XIAO,WEN","[Panama Papers]12188247|[Panama Papers]12204766",http://k.olc.tw/elections/candidates/view/540b52f4-355c-4b27-b244-1926acb5b862
"[村里長]臺北市 > 中正區 > 建國里",無,許瀞尹,"HU,YIN","[Panama Papers]13012796",http://k.olc.tw/elections/candidates/view/540b52f5-948c-4efe-b18e-1926acb5b862
"[村里長]臺北市 > 中正區 > 建國里",中國國民黨,陳麒中,"CHEN,CHI,JUNG","[Offshore Leaks]72544|[Offshore Leaks]93535",http://k.olc.tw/elections/candidates/view/540b52f5-6f58-454b-9ac9-1926acb5b862
"[村里長]臺北市 > 中正區 > 新營里",無,王源輝,"WANG,YUAN,HUI","[Offshore Leaks]88859",http://k.olc.tw/elections/candidates/view/540b52f5-15cc-4cb0-b196-1926acb5b862
"[村里長]臺北市 > 中正區 > 光復里",中國國民黨,許文華,"XU,WEN,HUA","[Panama Papers]12206204|[Panama Papers]12206613|[Panama Papers]13011118",http://k.olc.tw/elections/candidates/view/53c0263e-4c10-420e-94a3-5dffacb5b862
"[村里長]臺北市 > 中正區 > 光復里",無,蔡文輝,"TSAI,WEN,HUI","[Offshore Leaks]39071",http://k.olc.tw/elections/candidates/view/540b52f5-906c-4b68-b73b-1926acb5b862
"[村里長]臺北市 > 中正區 > 光復里",無,王麗美,"WANG,LI,MEI","[Offshore Leaks]77887",http://k.olc.tw/elections/candidates/view/540b52f5-fb88-4a70-bc99-1926acb5b862
"[村里長]臺北市 > 中正區 > 南福里",中國國民黨,許益明,"HU,I,MING","[Panama Papers]12195221|[Panama Papers]12210968|[Panama Papers]13002047|[Panama Papers]13002794",http://k.olc.tw/elections/candidates/view/53c0263d-fc50-41ec-afe6-5dffacb5b862
"[村里長]臺北市 > 中正區 > 文祥里",中國國民黨,呂玉惠,"LU,YU,HUI","[Offshore Leaks]63138",http://k.olc.tw/elections/candidates/view/540b52f6-8f78-4600-b41a-1926acb5b862
"[村里長]臺北市 > 中正區 > 三愛里",無,陳仁志,"CHEN,JEN,CHIH","[Offshore Leaks]71049",http://k.olc.tw/elections/candidates/view/53c0263f-87dc-4c45-bb68-5dffacb5b862
"[村里長]臺北市 > 大同區 > 光能里",民主進步黨,陳靜筠,"CHEN,CHING,YUN","[Offshore Leaks]84707|[Offshore Leaks]109873",http://k.olc.tw/elections/candidates/view/53c0263f-a0c4-4e86-9a36-5dffacb5b862
"[村里長]臺北市 > 大同區 > 玉泉里",中國國民黨,陳灯樹,"CHEN,SHU","[Offshore Leaks]64359|[Offshore Leaks]78791|[Offshore Leaks]58713",http://k.olc.tw/elections/candidates/view/53c0263f-7f20-4935-9a27-5dffacb5b862
"[村里長]臺北市 > 大同區 > 玉泉里",無,林堃鎰,"LIN,YI","[Offshore Leaks]103134",http://k.olc.tw/elections/candidates/view/540b52f7-11f4-4d13-9c27-1926acb5b862
"[村里長]臺北市 > 中正區 > 幸市里",中國國民黨,林禎吉,"LIN,CHEN,CHI","[Panama Papers]12107335|[Panama Papers]12183490",http://k.olc.tw/elections/candidates/view/53c0263e-b1f4-405b-ab6e-5dffacb5b862
"[村里長]臺北市 > 大同區 > 建泰里",民主進步黨,陳鵬程,"CHEN,PENG,CHENG","[Panama Papers]12211705",http://k.olc.tw/elections/candidates/view/53c0263f-3cf0-4720-82f5-5dffacb5b862
"[村里長]臺北市 > 大同區 > 大有里",民主進步黨,許美智,"HSU,MEI,CHIH","[Offshore Leaks]94346|[Offshore Leaks]110367",http://k.olc.tw/elections/candidates/view/540b52f8-03ec-4100-bf06-1926acb5b862
"[村里長]臺北市 > 大同區 > 延平里",無,林定邦,"LIN,TING,PANG","[Offshore Leaks]60702",http://k.olc.tw/elections/candidates/view/540b52f8-d1c4-4e98-b699-1926acb5b862
"[村里長]臺北市 > 大同區 > 朝陽里",無,徐雲龍,"HSU,YUN,LUNG","[Panama Papers]12122435|[Panama Papers]13008680",http://k.olc.tw/elections/candidates/view/540b52f8-bcc0-4d20-b5e2-1926acb5b862
"[村里長]臺北市 > 大同區 > 建功里",無,謝文祥,"HSIEH,WEN,HSIANG","[Offshore Leaks]83992",http://k.olc.tw/elections/candidates/view/540b52f7-0550-4deb-8fa0-1926acb5b862
"[村里長]臺北市 > 大同區 > 揚雅里",無,吳振明,"WU,JEN,MING","[Offshore Leaks]81123",http://k.olc.tw/elections/candidates/view/53c02640-73b8-488e-bf12-5dffacb5b862
"[村里長]臺北市 > 大同區 > 揚雅里",民主進步黨,陳憲銘,"CHEN,HSIEN,MING","[Panama Papers]12200639",http://k.olc.tw/elections/candidates/view/540b52f9-4ebc-4362-9f5f-1926acb5b862
"[村里長]臺北市 > 大同區 > 隆和里",無,楊宗憲,"YANG,TSUNG,HSIEN","[Offshore Leaks]103765|[Offshore Leaks]113327",http://k.olc.tw/elections/candidates/view/53c02640-a414-45e6-a017-5dffacb5b862
"[村里長]臺北市 > 大同區 > 民權里",中國國民黨,陳玉女,"CHEN,YU,JU","[Panama Papers]12211141|[Offshore Leaks]72428",http://k.olc.tw/elections/candidates/view/53c0263f-c8f0-4fa3-9646-5dffacb5b862
"[村里長]臺北市 > 大同區 > 民權里",民主進步黨,林美菊,"LIN,MEI,CHU","[Offshore Leaks]97389|[Offshore Leaks]121415",http://k.olc.tw/elections/candidates/view/540b52f8-e138-41be-844a-1926acb5b862
"[村里長]臺北市 > 大同區 > 鄰江里",民主進步黨,陳豊祥,"CHEN,LI,XIANG","[Panama Papers]12165968",http://k.olc.tw/elections/candidates/view/53c02640-3338-41be-8106-5dffacb5b862
"[村里長]臺北市 > 萬華區 > 仁德里",民主進步黨,許淑惠,"HSU,SHU,HUI","[Offshore Leaks]81746|[Offshore Leaks]52062|[Offshore Leaks]52651",http://k.olc.tw/elections/candidates/view/53c02641-9690-4f32-b4df-5dffacb5b862
"[村里長]臺北市 > 萬華區 > 富民里",中國國民黨,黃弘,"HUANG,HONG","[Panama Papers]12169833",http://k.olc.tw/elections/candidates/view/540b52fb-8708-4f82-9274-1926acb5b862
"[村里長]臺北市 > 萬華區 > 新起里",無,高添福,"KAO,TIEN,FU","[Offshore Leaks]75721",http://k.olc.tw/elections/candidates/view/53c02640-3ab0-4046-8094-5dffacb5b862
"[村里長]臺北市 > 萬華區 > 萬壽里",無,黃國慶,"HUANG,GUO,QING","[Offshore Leaks]94234",http://k.olc.tw/elections/candidates/view/540b52fa-0bb8-4f93-a9e0-1926acb5b862
"[村里長]臺北市 > 萬華區 > 富福里",中國國民黨,許文輝,"XU,WEN,HUI","[Offshore Leaks]94592",http://k.olc.tw/elections/candidates/view/53c02641-20d8-4c24-ba25-5dffacb5b862
"[村里長]臺北市 > 萬華區 > 忠貞里",,林錫祺,"LIN,SHI,CHI","[Panama Papers]12167317|[Offshore Leaks]121841",http://k.olc.tw/elections/candidates/view/53c02643-f9f0-4c86-9ce6-5dffacb5b862
"[村里長]臺北市 > 萬華區 > 忠貞里",中國國民黨,林錫棋,"LIN,SHI,JI","[Panama Papers]12182835|[Panama Papers]12186505",http://k.olc.tw/elections/candidates/view/540b52fd-94dc-464c-9d77-1926acb5b862
"[村里長]臺北市 > 萬華區 > 忠貞里",無,王萍,"WANG,PING","[Panama Papers]12103277|[Panama Papers]12117545|[Panama Papers]12183857|[Panama Papers]12154634|[Panama Papers]12180754|[Panama Papers]12180786|[Panama Papers]12180847|[Panama Papers]12183154|[Panama Papers]12186298|[Panama Papers]12186526|[Panama Papers]12189960|[Panama Papers]12204753|[Panama Papers]13012465|[Offshore Leaks]56881",http://k.olc.tw/elections/candidates/view/540b52fd-679c-4378-a452-1926acb5b862
"[村里長]臺北市 > 萬華區 > 凌霄里",無,李鴻裕,"LI,HONG,YU","[Panama Papers]12121745",http://k.olc.tw/elections/candidates/view/540b52fd-c324-45bb-906f-1926acb5b862
"[村里長]臺北市 > 萬華區 > 興德里",無,黃進福,"HUANG,CHIN,FU","[Offshore Leaks]74562|[Offshore Leaks]44608",http://k.olc.tw/elections/candidates/view/53c02642-a3e4-4da8-bbc9-5dffacb5b862
"[村里長]臺北市 > 萬華區 > 興德里",無,吳政侑,"WU,CHENG,YU","[Offshore Leaks]77543",http://k.olc.tw/elections/candidates/view/540b52fd-7964-405a-8933-1926acb5b862
"[村里長]臺北市 > 萬華區 > 騰雲里",中國國民黨,李重華,"LI,ZHONG,HUA","[Panama Papers]12191003|[Panama Papers]12210055|[Panama Papers]12210056|[Panama Papers]12223528",http://k.olc.tw/elections/candidates/view/53c02643-9e80-468e-8d60-5dffacb5b862
"[村里長]臺北市 > 萬華區 > 日祥里",中國國民黨,鍾駿,"ZHONG,JUN","[Panama Papers]12208095|[Offshore Leaks]84178|[Offshore Leaks]94454",http://k.olc.tw/elections/candidates/view/53c02643-0078-4bd2-a3e1-5dffacb5b862
"[村里長]臺北市 > 文山區 > 景華里",無,陳金泉,"CHEN,CHIN,CHUAN","[Offshore Leaks]113509",http://k.olc.tw/elections/candidates/view/540b52fe-2640-4719-8076-1926acb5b862
"[村里長]新北市 > 板橋區 > 仁翠里",無,陳金泉,"CHEN,CHIN,CHUAN","[Offshore Leaks]113509",http://k.olc.tw/elections/candidates/view/53c0269b-6834-4c7f-88f3-5dffacb5b862
"[村里長]臺北市 > 文山區 > 景美里",無,林賢錡,"LIN,HSIEN,CHI","[Panama Papers]12121990",http://k.olc.tw/elections/candidates/view/53c02643-8790-4fc1-a5e0-5dffacb5b862
"[村里長]臺北市 > 文山區 > 萬隆里",民主進步黨,陳玉芬,"CHEN,YU,FEN","[Offshore Leaks]103653",http://k.olc.tw/elections/candidates/view/540b52fe-b824-4ad6-b8fd-1926acb5b862
"[村里長]臺北市 > 文山區 > 景東里",無,陳進勝,"CHEN,CHIN,SHENG","[Panama Papers]12109672",http://k.olc.tw/elections/candidates/view/540b52fd-cf74-414d-b203-1926acb5b862
"[村里長]臺北市 > 文山區 > 興豐里",無,李雅惠,"LI,YA,HUI","[Panama Papers]12173670|[Panama Papers]12187048",http://k.olc.tw/elections/candidates/view/540b52fe-12d8-4aa3-8736-1926acb5b862
"[村里長]臺北市 > 文山區 > 萬年里",中國國民黨,洪樹勲,"HONG,SHU","[Panama Papers]12033058",http://k.olc.tw/elections/candidates/view/540b52fe-f408-43eb-b757-1926acb5b862
"[村里長]臺北市 > 文山區 > 明義里",無,劉純邑,"LIU,CHUN,I","[Offshore Leaks]40356",http://k.olc.tw/elections/candidates/view/540b52ff-fadc-479d-a9ff-1926acb5b862
"[村里長]臺北市 > 文山區 > 興安里",中國國民黨,陳啓東,"CHEN,DONG","[Panama Papers]12181706|[Panama Papers]13011572|[Offshore Leaks]103586|[Offshore Leaks]48801|[Offshore Leaks]298482",http://k.olc.tw/elections/candidates/view/540b52ff-c5f8-45e8-93d0-1926acb5b862
"[村里長]臺北市 > 文山區 > 華興里",中國國民黨,林堃池,"LIN,CHI","[Panama Papers]12220589",http://k.olc.tw/elections/candidates/view/53c02644-1db0-489b-b83c-5dffacb5b862
"[村里長]臺北市 > 文山區 > 木柵里",中國國民黨,高銘傳,"KAO,MING,CHUAN","[Panama Papers]12224384|[Panama Papers]12224387|[Offshore Leaks]75258",http://k.olc.tw/elections/candidates/view/53c02645-a7d4-4063-a43b-5dffacb5b862
